content,score,thumbsUpCount,cleaned_content,sentiment_label,word_count,review_date
okey..muantap,5,0,okeymuantap,negative,1,
malas lah kalo ada Iklannya,3,0,malas lah kalo ada iklannya,positive,5,
mati Matian melulu solusi...,2,0,mati matian melulu solusi,positive,4,
iklan mulu anjrr,1,0,iklan mulu anjrr,positive,3,
lagu enak banget KLO ada sih VIP gratis aja gitu,5,0,lagu enak banget klo ada sih vip gratis saja gitu,negative,10,
bagus untuk mendengarkan lagu 🎶,5,0,bagus untuk mendengarkan lagu,negative,4,
wahhh bagus nih aplikasi buat ngedengerin musik,5,0,wahhh bagus nih aplikasi buat ngedengerin musik,negative,7,
"Manteb, apa lagi saya suka denger musik kalo lagi bljr,tapi tolong dong, kasi diskon buat pelajar untuk premium nya",5,0,manteb apa lagi saya suka denger musik kalo lagi bljrtapi tolong dong kasi diskon buat pelajar untuk premium nya,negative,19,
ini sangat cocok bagi saya😁,5,0,ini sangat cocok bagi saya,negative,5,
"aplikasi yg paling simpel menurut aku, tpi kalau boleh saran mungkin bisa di aktifkan lagi premium yg satu hari & 7 hari..",5,0,aplikasi yang paling simpel menurut aku tpi kalau boleh saran mungkin bisa di aktifkan lagi premium yang satu hari hari,negative,20,
aneh bgt gua lagi setel musik terus mati sendiri. it's been one year dan masalahnya tetep sama. hmzzz,4,0,aneh banget gua lagi setel musik terus mati sendiri its been one year dan masalahnya tetep sama hmzzz,positive,18,
LOVE U😝😝😝😝,5,0,love u,negative,2,
bagus.. tapi ada yang dikurangi seperti IKLAN tolong hilang itu aja plis. aku mau muter lagu bukan muter iklan,5,0,bagus tapi ada yang dikurangi seperti iklan tolong hilang itu saja plis aku mau muter lagu bukan muter iklan,positive,19,
berguna baget,5,0,berguna baget,negative,2,
apps nya bagus dan semua lagu ada pokok nya kalian semua harus donlod appsini okeee 😻😻,5,0,apps nya bagus dan semua lagu ada pokok nya kalian semua harus donlod appsini okeee,negative,15,
saya sangat suka,5,0,saya sangat suka,negative,3,
lumayan lah buat dengerin lagu,4,0,lumayan lah buat dengerin lagu,negative,5,
Bagus,5,0,bagus,negative,1,
e s seeeeee r,4,0,e s seeeeee r,negative,4,
bagus skli,5,0,bagus skli,negative,2,
sangat bagus 💝🥰🫵,5,0,sangat bagus,negative,2,
"semua di batasi, minimal di suruh beli premium",1,0,semua di batasi minimal di suruh beli premium,negative,8,
"aplikasi kikir, apa apa bayar",1,0,aplikasi kikir apa apa bayar,negative,5,
apakah aplikasi ini iklan yang penu,3,0,apakah aplikasi ini iklan yang penu,positive,6,
"mudah untuk di akses, dan ori",5,0,mudah untuk di akses dan ori,negative,6,
bagusss...lagunya enak²hampir semua lagu kesukaan ku ada disini🤭🌷,5,1,bagussslagunya enakhampir semua lagu kesukaan ku ada disini,negative,8,
okay,5,0,okay,positive,1,
terlalu bnyak iklan jadi kurang suka lebih baik cari musik yang lain,1,0,terlalu bnyak iklan jadi kurang suka lebih baik cari musik yang lain,positive,12,
matnep banget spotify,5,0,matnep banget spotify,negative,3,
sangatt bagusss,5,0,sangatt bagusss,negative,2,
"mantap memberikan sensasi dan fower, setiap dnger lagu di Spotify,",5,1,mantap memberikan sensasi dan fower setiap dnger lagu di spotify,negative,10,
mantapppppppppp,5,0,mantapppppppppp,negative,1,
Mantap,5,0,mantap,negative,1,
bagus lah,5,0,bagus lah,negative,2,
good enough,5,0,good enough,negative,2,
"bagus,spotify sering nemenin aku pas lagi sedih' nya lagu ngk juga bagus dn lengkap,pokok nya sesuka itu sama Spotify",4,1,bagusspotify sering nemenin aku pas lagi sedih nya lagu ngk juga bagus dn lengkappokok nya sesuka itu sama spotify,negative,19,
malah ngedukung perang,1,1,malah ngedukung perang,positive,3,
pas gua nyari lagu tabola bale kan udah selesai pas gua mau ganti lagu buat mainff sebelum nya kan selesai setel lagu kan kalo udah kan ganti lagu pas gua mau bilangin lagu nya kok gabisa? jadikan gua bingung pas gua mau nyetel lagu ff nya kok gabisa ya? pliss kasih tau caranya:⁠-⁠),4,1,pas gua nyari lagu tabola bale kan udah selesai pas gua mau ganti lagu buat mainff sebelum nya kan selesai setel lagu kan kalo udah kan ganti lagu pas gua mau bilangin lagu nya kok gabisa jadikan gua bingung pas gua mau nyetel lagu ff nya kok gabisa ya pliss kasih tau caranya,positive,53,
Bagus sekali apk ini saya sangat suka,5,0,bagus sekali apk ini saya sangat suka,negative,7,
muatap,5,0,muatap,negative,1,
bguss,5,0,bguss,negative,1,
"berbayar... kurang bagus... sudah paket di pakai, bayar lagi",2,0,berbayar kurang bagus sudah paket di pakai bayar lagi,positive,9,
tidak ada mini paket,1,1,tidak ada mini paket,negative,4,
iklan nya terlalu buanyak :(,3,0,iklan nya terlalu buanyak,positive,4,
baguss,5,0,baguss,negative,1,
sangat asikk,5,0,sangat asikk,negative,2,
Enak banget Dengar lagunya 🥰🥰🥰,5,0,enak banget dengar lagunya,negative,4,
padhl jaringan ku bagus tapi gak bisa pencarian nya,1,0,padhl jaringan ku bagus tapi tidak bisa pencarian nya,positive,9,
menurut ku aplikasi Spotify itu bagus tapi kebanyakan premium nya masa 59.000? bisa di kurangi? soalnya mahal bagi saya.makasi,4,1,menurut ku aplikasi spotify itu bagus tapi kebanyakan premium nya masa bisa di kurangi soalnya mahal bagi sayamakasi,positive,18,
enak musik nyaa,5,0,enak musik nyaa,negative,3,
baru 2 lagu udah iklan kalok mau di premium kan ngasi harga yang ngotak lah,2,1,baru lagu udah iklan kalok mau di premium kan ngasi harga yang ngotak lah,positive,14,
"enak bgt kalo ngedenger lagi disinieeee omagaaa,kalo ga hafal tinggal liat ajaaa",5,0,enak banget kalo ngedenger lagi disinieeee omagaaakalo tidak hafal tinggal liat ajaaa,negative,12,
pokoknya mah udah bagus bangettttttttt💓💓💓💓💯💯💯,5,0,pokoknya mah udah bagus bangettttttttt,negative,5,
best music app,5,0,best music app,negative,3,
bisa kah artis dan album nya beda,5,0,bisa kah artis dan album nya beda,negative,7,
aku pakai ke premium bukannya kualitas suaranya kencang jelas ini malah kecil banget padahal volume udah mentok maksimal pake speaker bluetooth jg masih kecil suaranya. dulu pake yg gk premium suaranya malah kenceng hmmmmm,3,2,aku pakai ke premium bukannya kualitas suaranya kencang jelas ini malah kecil banget padahal volume udah mentok maksimal pake speaker bluetooth jg masih kecil suaranya dulu pake yang gk premium suaranya malah kenceng hmmmmm,positive,34,
ok lumayan bagus,5,0,ok lumayan bagus,negative,3,
"bagus bangett, aku suka sama apk ini. enak buat dengerin musik, bisa sambil apa aja. dan Alhamdulillah nya, aku ga pernah kalo lagi dengerin musik ada iklan nya. jadi suka dehh. memang sih, kalo buka apk nya baru banyak iklan nya, tapi cuman iklan gambar aja, kaya promosi, tapi iklan suara nya ga ada.",5,0,bagus banget aku suka sama apk ini enak buat dengerin musik bisa sambil apa saja dan alhamdulillah nya aku tidak pernah kalo lagi dengerin musik ada iklan nya jadi suka dehh memang sih kalo buka apk nya baru banyak iklan nya tapi cuman iklan gambar saja kaya promosi tapi iklan suara nya tidak ada,negative,54,
cuma ko lgu utk didgerin gk bisa lgsg urutan y...,5,0,cuma ko lgu utk didgerin gk bisa lgsg urutan y,positive,10,
Great,5,0,great,negative,1,
Nice app,5,0,nice app,negative,2,
2% dengarin musik 8% dengarin iklan,2,0,dengarin musik dengarin iklan,negative,4,
oke zone,5,0,oke zone,positive,2,
mntap,5,0,mntap,positive,1,
lumayan tp iklan berderet,5,0,lumayan tp iklan berderet,positive,4,
"makin lama nih aplikasi makin menjadi-jadi iklannya dulu 1 iklan terus 2 iklan sekarang 3 iklan, 1 iklannya memakan waktu 1 menit, lama lama juga 4 iklan",1,1,semakin lama nih aplikasi semakin menjadijadi iklannya dulu iklan terus iklan sekarang iklan iklannya memakan waktu menit lama lama juga iklan,positive,21,
zionis,1,1,zionis,negative,1,
"kebanyakan iklan, gw pindah ke aplikasi sebelah aja",1,1,kebanyakan iklan gw pindah ke aplikasi sebelah saja,positive,8,
"tiap hari saya buka aplikasi ini,sangat bagus😘",5,0,tiap hari saya buka aplikasi inisangat bagus,negative,7,
saya slalu dengar musik terbaru lwt Spotify apalagi sambil olah raga jalan pagi,5,0,saya slalu dengar musik terbaru lwt spotify apalagi sambil olah raga jalan pagi,negative,13,
kenapa pas login keluar,1,0,kenapa pas login keluar,positive,4,
terlalu banyak iklan,1,0,terlalu banyak iklan,positive,3,
bagus si,5,0,bagus si,negative,2,
banyak iklannya,1,0,banyak iklannya,negative,2,
banyak iklan banget sekarang anjirt,2,0,banyak iklan banget sekarang anjirt,positive,5,
"sangat bguss, jadi bisa mendengarkan musik tanpa speaker yg mahal",5,1,sangat bguss jadi bisa mendengarkan musik tanpa speaker yang mahal,negative,10,
mantap pokonya,5,0,mantap pokonya,negative,2,
jos,5,0,jos,positive,1,
Di coba dulu,4,0,di coba dulu,positive,3,
nice,5,0,nice,negative,1,
alasan Spotify makin banyak iklan karena untuk mendapat kan uang lebih banyak karena ceo Spotify berinvestasi ke Jerman buat dron untuk perang dan membunbun rakyat p4lestina,1,1,alasan spotify semakin banyak iklan karena untuk mendapat kan uang lebih banyak karena ceo spotify berinvestasi ke jerman buat dron untuk perang dan membunbun rakyat plestina,negative,26,
fine af,5,0,fine af,negative,2,
apk kikir dikit dikit iklan berlangganan perbulan mahal banget cuman untuk dengerin musik gajelas gw hapus aja lah ini apk,1,0,apk kikir dikit dikit iklan berlangganan perbulan mahal banget cuman untuk dengerin musik gajelas gw hapus saja lah ini apk,positive,20,
aplikasi nya sangat bagus untuk iklan juga ok gk bikin kaget tapi ada kekurangan nya tidak bisa maju mundur lagu nya selain itu udah ok semua untuk masalah algoritma joss dah saya dengerin lagu dj playlist nya dj semua terus saya dengerin lagu umamusume playlist nya umusume juga,5,0,aplikasi nya sangat bagus untuk iklan juga ok gk bikin kaget tapi ada kekurangan nya tidak bisa maju mundur lagu nya selain itu udah ok semua untuk masalah algoritma joss sudah saya dengerin lagu dj playlist nya dj semua terus saya dengerin lagu umamusume playlist nya umusume juga,negative,48,
awas😂,1,0,awas,positive,1,
"enak bangett, lagi galau, lagi butterfly era, lagi kangen atau yg lainnya ttp enak bangett, lagunyaa full 👍🏻",5,1,enak banget lagi galau lagi butterfly era lagi kangen atau yang lainnya ttp enak banget lagunyaa full,negative,17,
jooss,5,0,jooss,negative,1,
mode offline sering bug,1,0,mode offline sering bug,positive,4,
mantab,5,0,mantab,negative,1,
mantap.....tapi kalo ngasih iklan 1 aja lah gw mau make premium gak ada duit....tapi gacor,5,0,mantaptapi kalo ngasih iklan saja lah gw mau make premium tidak ada duittapi gacor,positive,14,
"Error tidak bisa beli premium, kecewa",1,0,error tidak bisa beli premium kecewa,positive,6,
gak bisa login Facebook tolol emang,1,0,tidak bisa login facebook tolol emang,positive,6,
lebih dari sekedar cukup semoga lebih sukses lagi!!,5,0,lebih dari sekedar cukup semoga lebih sukses lagi,negative,8,
masa putar secara berurutan harus langganan? plislah awalnya pengen dengerin album favorit lagu berikutnya malah lagu yang lain malah jadi gaa mood pengennya dengeren di spotify buat naikin mood malh di buat gaa mood dengan adanya putar ber-urutan di jadikan langganan👎👎. maaf aku kasih bintang satu,1,6,masa putar secara berurutan harus langganan plislah awalnya pengen dengerin album favorit lagu berikutnya malah lagu yang lain malah jadi gaa mood pengennya dengeren di spotify buat naikin mood malh di buat gaa mood dengan adanya putar berurutan di jadikan langganan maaf aku kasih bintang satu,negative,46,
"over all baguss sii, cuma saran aku si iklannya jangan terlalu banyak. itu aja si",5,0,over all baguss sii cuma saran aku si iklannya jangan terlalu banyak itu saja si,negative,15,
"dengar lagu sesuai apa yg kita inginkan, tapi sayang susah terbuka free jika habis masa premium",5,0,dengar lagu sesuai apa yang kita inginkan tapi sayang susah terbuka free jika habis masa premium,positive,16,
Aplikasi ini sungguh2 saya sukai karena kamu sangat baik,5,0,aplikasi ini sungguh saya sukai karena kamu sangat baik,negative,9,
taeh taeh,5,0,taeh taeh,positive,2,
tolong dimurahin dikit,2,0,tolong dimurahin dikit,positive,3,
"aplikasi kikir, dikit dikit nyuruh premium",1,0,aplikasi kikir dikit dikit nyuruh premium,positive,6,
"tolong paket harian munculin masa udah ngeplaylist, paket udah habis mulai nya ngacak",4,0,tolong paket harian munculin masa udah ngeplaylist paket udah habis mulai nya ngacak,positive,13,
"bagus bgt,lengkap lagi,love you🤗",5,0,bagus bgtlengkap lagilove you,negative,4,
gk ke dlu lgi !!!,1,0,gk ke dlu lgi,negative,4,
ya membuat saya tenang jika ingin galau sangat luar biasa,5,0,ya membuat saya tenang jika ingin galau sangat luar biasa,negative,10,
KEBANYAKAN IKLAN NIH AH ELAH,5,0,kebanyakan iklan nih ah elah,positive,5,
terlalu banyakniklam,5,0,terlalu banyakniklam,negative,2,
"bagus sih,tapi banyak banget iklannya untuk yang free jadi tolong dikurangi iklannya ,hanya saran kalo banyak iklan jadi saat dengar lagu jadi tidak nyaman jadi moohonn sekali untuk kurangi iklan🙏",4,0,bagus sihtapi banyak banget iklannya untuk yang free jadi tolong dikurangi iklannya hanya saran kalo banyak iklan jadi saat dengar lagu jadi tidak nyaman jadi moohonn sekali untuk kurangi iklan,positive,30,
ok semuanya,5,0,ok semuanya,positive,2,
aplikasi bodo,1,0,aplikasi bodo,positive,2,
bagusss,5,0,bagusss,negative,1,
bagus aplikasi nya,5,0,bagus aplikasi nya,negative,3,
ngelag yg di stel lagu apa yg muncul lagu pica-pica huuuu,3,0,ngelag yang di stel lagu apa yang muncul lagu picapica huuuu,positive,11,
"apk nya bagus lagu nya juga lengkap dan saya gak mempermasalahkan iklan nya karena saya juga make yg free tapi yang bikin bete tuh pas lagi muter lagu dan buka apk lain lagunya malah ke pouse sendiri padahal sudah di update, jadi tolong diperbaiki atmin🙏",2,0,apk nya bagus lagu nya juga lengkap dan saya tidak mempermasalahkan iklan nya karena saya juga make yang free tapi yang bikin bete tuh pas lagi muter lagu dan buka apk lain lagunya malah ke pouse sendiri padahal sudah di update jadi tolong diperbaiki atmin,positive,45,
"apa apa di premiumin kek sekarang mau ganti lagu aja harus prem, sumpah ini aplikasi musik terkikir ogah dah gw pake lagi",2,0,apa apa di premiumin kek sekarang mau ganti lagu saja harus prem sumpah ini aplikasi musik terkikir ogah sudah gw pake lagi,positive,22,
bagus,1,0,bagus,negative,1,
"saya sadar pakai yg free pasti ada iklan tapi ini tiap ganti lagu (1 kali) itu iklan, iklannya berlebihan jadinya gabsia menikmati lagu",3,0,saya sadar pakai yang free pasti ada iklan tapi ini tiap ganti lagu kali itu iklan iklannya berlebihan jadinya gabsia menikmati lagu,positive,22,
WENAKK WENAKSS,5,0,wenakk wenakss,negative,2,
banyak iklan setelah itu iklan nya maksa lagi agar kita dapat beli Spotify premium,1,1,banyak iklan setelah itu iklan nya maksa lagi agar kita dapat beli spotify premium,negative,14,
God jabb😙,5,0,god jabb,positive,2,
"hampir semua musik, mantap",5,0,hampir semua musik mantap,negative,4,
bagaimana cara aku mengulang lagu di versi sekarang,1,0,bagaimana cara aku mengulang lagu di versi sekarang,positive,8,
jelek aku gak akan mau instal lagi setres kerjain skripsi + lagi datang bulan malah lagunya terbatas dan harus bayar premium,1,1,jelek aku tidak akan mau instal lagi setres kerjain skripsi lagi datang bulan malah lagunya terbatas dan harus bayar premium,positive,20,
aku sukaaaaaa,5,0,aku sukaaaaaa,negative,2,
"musik yang bagus ,tapi tambahkan juga lirik nya ,rata rata lirik nya ga ada",5,1,musik yang bagus tapi tambahkan juga lirik nya rata rata lirik nya tidak ada,positive,14,
awesome,5,0,awesome,negative,1,
gasss poll,5,0,gasss poll,negative,2,
enak,5,0,enak,negative,1,
sebenernya aplikasi ini bagus tapi semua orang yang berlangganan pasti merasa di khianati karena uang langganannya di gunakan untuk senjata pembunuhan. MIRIS,1,0,sebenernya aplikasi ini bagus tapi semua orang yang berlangganan pasti merasa di khianati karena uang langganannya di gunakan untuk senjata pembunuhan miris,positive,22,
join spotify skarang ya. di jamin gx kan nyesel🥰🥰,5,0,join spotify skarang ya di jamin gx kan nyesel,negative,9,
teman setia dikala sendiri,5,0,teman setia dikala sendiri,negative,4,
makin update makin ga jelas,1,0,semakin update semakin tidak jelas,positive,5,
perlu penambaham fitur equalizer untuk mengatur bass & treble,3,1,perlu penambaham fitur equalizer untuk mengatur bass treble,negative,8,
sangat bagus untuk menderngarkan musik,5,0,sangat bagus untuk menderngarkan musik,negative,5,
Lagunya Lengkap Dan Asik Banget,5,0,lagunya lengkap dan asik banget,negative,5,
bagus teman di kala sendiri,5,0,bagus teman di kala sendiri,negative,5,
I like the k-pop songs and it's complete I hope there will be more k-pop albums,5,0,i like the kpop songs and its complete i hope there will be more kpop albums,negative,16,
isriwil kntl,1,1,isriwil kntl,negative,2,
katanya gak ada iklan tapi didalamnya ada iklan,1,1,katanya tidak ada iklan tapi didalamnya ada iklan,positive,8,
"kalau dr segi apa"" udh bagus banget, bikin playlist ga susah, nyari lagu dari lirik dll, tapi sbg pengguna gratisan (free) itu ada beberapa hal yg mnurutku ngeselin gt. 1. iklan tiap kali mau gnti lagu, tapi iklannya itu bnrn muncul pas mw ganti lagu, maksudku kita hbis selesai ngedengerin lagu kepncet lagu ini padhal mau lagu yg lain, trs pas mw klik lagu yg baru malah iklan lagi, ga dijadwalkan sesuai waktu. 2. APA APAAN BATASAN PEMUTARAN LAGU ITU?? PERASAAN DULU GA DIBATASIN.. APA APA PREMIUM",3,0,kalau dari segi apa sudah bagus banget bikin playlist tidak susah nyari lagu dari lirik dll tapi sbg pengguna gratisan free itu ada beberapa hal yang mnurutku ngeselin gt iklan tiap kali mau gnti lagu tapi iklannya itu bnrn muncul pas mw ganti lagu maksudku kita hbis selesai ngedengerin lagu kepncet lagu ini padhal mau lagu yang lain terus pas mw klik lagu yang baru malah iklan lagi tidak dijadwalkan sesuai waktu apa apaan batasan pemutaran lagu itu perasaan dulu tidak dibatasin apa apa premium,positive,85,
